aircraft_id,airline,model,manufacture_year,fleet_type,airline_name,hub,fleet_size
AAL435,AAL,B737-800,2008,Narrow,American Airlines,DFW,950
JBU866,JBU,A321,2005,Wide,JetBlue,JFK,300
DAL123,DAL,A320,2010,Narrow,Delta Air Lines,ATL,900
AAL501,AAL,B737-800,2014,Narrow,American Airlines,DFW,950
SWA412,SWA,B737-MAX,2014,Narrow,Southwest Airlines,DAL,700
SWA154,SWA,B737-MAX,2014,Narrow,Southwest Airlines,DAL,700
DAL722,DAL,A320,2018,Narrow,Delta Air Lines,ATL,900
SWA909,SWA,B737-MAX,2020,Narrow,Southwest Airlines,DAL,700
NKS875,NKS,A319,2008,Narrow,Spirit Airlines,FLL,250
AAL509,AAL,B737-800,2008,Narrow,American Airlines,DFW,950
FFT225,FFT,A320neo,2021,Narrow,Frontier Airlines,DEN,200
FFT247,FFT,A320neo,2006,Narrow,Frontier Airlines,DEN,200
JBU784,JBU,A321,2014,Wide,JetBlue,JFK,300
SWA714,SWA,B737-MAX,2012,Narrow,Southwest Airlines,DAL,700
UAL569,UAL,B757,2006,Wide,United Airlines,ORD,850
NKS432,NKS,A319,2016,Narrow,Spirit Airlines,FLL,250
NKS991,NKS,A319,2012,Narrow,Spirit Airlines,FLL,250
JBU710,JBU,A321,2017,Wide,JetBlue,JFK,300
FFT882,FFT,A320neo,2011,Narrow,Frontier Airlines,DEN,200
FFT287,FFT,A320neo,2014,Narrow,Frontier Airlines,DEN,200
AAL374,AAL,B737-800,2014,Narrow,American Airlines,DFW,950
AAL611,AAL,B737-800,2005,Narrow,American Airlines,DFW,950
AAL918,AAL,B737-800,2014,Narrow,American Airlines,DFW,950
SWA584,SWA,B737-MAX,2017,Narrow,Southwest Airlines,DAL,700
SWA331,SWA,B737-MAX,2021,Narrow,Southwest Airlines,DAL,700
SWA700,SWA,B737-MAX,2015,Narrow,Southwest Airlines,DAL,700
AAL955,AAL,B737-800,2016,Narrow,American Airlines,DFW,950
FFT716,FFT,A320neo,2010,Narrow,Frontier Airlines,DEN,200
AAL106,AAL,B737-800,2019,Narrow,American Airlines,DFW,950
DAL756,DAL,A320,2019,Narrow,Delta Air Lines,ATL,900
SWA474,SWA,B737-MAX,2013,Narrow,Southwest Airlines,DAL,700
AAL963,AAL,B737-800,2005,Narrow,American Airlines,DFW,950
SWA647,SWA,B737-MAX,2015,Narrow,Southwest Airlines,DAL,700
AAL146,AAL,B737-800,2008,Narrow,American Airlines,DFW,950
JBU703,JBU,A321,2015,Wide,JetBlue,JFK,300
UAL614,UAL,B757,2019,Wide,United Airlines,ORD,850
JBU560,JBU,A321,2014,Wide,JetBlue,JFK,300
DAL635,DAL,A320,2005,Narrow,Delta Air Lines,ATL,900
FFT981,FFT,A320neo,2021,Narrow,Frontier Airlines,DEN,200
UAL793,UAL,B757,2017,Wide,United Airlines,ORD,850
SWA681,SWA,B737-MAX,2009,Narrow,Southwest Airlines,DAL,700
DAL474,DAL,A320,2014,Narrow,Delta Air Lines,ATL,900
AAL930,AAL,B737-800,2006,Narrow,American Airlines,DFW,950
JBU302,JBU,A321,2008,Wide,JetBlue,JFK,300
DAL958,DAL,A320,2010,Narrow,Delta Air Lines,ATL,900
JBU245,JBU,A321,2017,Wide,JetBlue,JFK,300
FFT800,FFT,A320neo,2018,Narrow,Frontier Airlines,DEN,200
JBU924,JBU,A321,2005,Wide,JetBlue,JFK,300
UAL520,UAL,B757,2021,Wide,United Airlines,ORD,850
AAL763,AAL,B737-800,2007,Narrow,American Airlines,DFW,950
FFT484,FFT,A320neo,2008,Narrow,Frontier Airlines,DEN,200
FFT695,FFT,A320neo,2009,Narrow,Frontier Airlines,DEN,200
NKS999,NKS,A319,2016,Narrow,Spirit Airlines,FLL,250
AAL544,AAL,B737-800,2019,Narrow,American Airlines,DFW,950
AAL887,AAL,B737-800,2013,Narrow,American Airlines,DFW,950
SWA386,SWA,B737-MAX,2021,Narrow,Southwest Airlines,DAL,700
SWA633,SWA,B737-MAX,2020,Narrow,Southwest Airlines,DAL,700
NKS237,NKS,A319,2016,Narrow,Spirit Airlines,FLL,250
AAL670,AAL,B737-800,2020,Narrow,American Airlines,DFW,950
AAL355,AAL,B737-800,2005,Narrow,American Airlines,DFW,950
SWA130,SWA,B737-MAX,2017,Narrow,Southwest Airlines,DAL,700
NKS381,NKS,A319,2020,Narrow,Spirit Airlines,FLL,250
SWA769,SWA,B737-MAX,2010,Narrow,Southwest Airlines,DAL,700
FFT501,FFT,A320neo,2021,Narrow,Frontier Airlines,DEN,200
AAL426,AAL,B737-800,2018,Narrow,American Airlines,DFW,950
FFT495,FFT,A320neo,2021,Narrow,Frontier Airlines,DEN,200
UAL841,UAL,B757,2014,Wide,United Airlines,ORD,850
AAL938,AAL,B737-800,2009,Narrow,American Airlines,DFW,950
UAL113,UAL,B757,2010,Wide,United Airlines,ORD,850
JBU855,JBU,A321,2012,Wide,JetBlue,JFK,300
DAL146,DAL,A320,2015,Narrow,Delta Air Lines,ATL,900
DAL424,DAL,A320,2005,Narrow,Delta Air Lines,ATL,900
UAL477,UAL,B757,2011,Wide,United Airlines,ORD,850
UAL778,UAL,B757,2021,Wide,United Airlines,ORD,850
SWA713,SWA,B737-MAX,2008,Narrow,Southwest Airlines,DAL,700
NKS699,NKS,A319,2018,Narrow,Spirit Airlines,FLL,250
DAL385,DAL,A320,2014,Narrow,Delta Air Lines,ATL,900
JBU315,JBU,A321,2007,Wide,JetBlue,JFK,300
SWA562,SWA,B737-MAX,2012,Narrow,Southwest Airlines,DAL,700
NKS715,NKS,A319,2011,Narrow,Spirit Airlines,FLL,250
NKS133,NKS,A319,2014,Narrow,Spirit Airlines,FLL,250
JBU932,JBU,A321,2015,Wide,JetBlue,JFK,300
UAL112,UAL,B757,2010,Wide,United Airlines,ORD,850
DAL532,DAL,A320,2008,Narrow,Delta Air Lines,ATL,900
NKS135,NKS,A319,2020,Narrow,Spirit Airlines,FLL,250
NKS602,NKS,A319,2011,Narrow,Spirit Airlines,FLL,250
DAL583,DAL,A320,2006,Narrow,Delta Air Lines,ATL,900
DAL121,DAL,A320,2006,Narrow,Delta Air Lines,ATL,900
UAL502,UAL,B757,2008,Wide,United Airlines,ORD,850
AAL689,AAL,B737-800,2005,Narrow,American Airlines,DFW,950
UAL856,UAL,B757,2021,Wide,United Airlines,ORD,850
SWA789,SWA,B737-MAX,2018,Narrow,Southwest Airlines,DAL,700
FFT335,FFT,A320neo,2021,Narrow,Frontier Airlines,DEN,200
NKS112,NKS,A319,2006,Narrow,Spirit Airlines,FLL,250
DAL942,DAL,A320,2021,Narrow,Delta Air Lines,ATL,900
AAL745,AAL,B737-800,2009,Narrow,American Airlines,DFW,950
DAL559,DAL,A320,2014,Narrow,Delta Air Lines,ATL,900
DAL343,DAL,A320,2019,Narrow,Delta Air Lines,ATL,900
AAL622,AAL,B737-800,2011,Narrow,American Airlines,DFW,950
DAL953,DAL,A320,2013,Narrow,Delta Air Lines,ATL,900
DAL104,DAL,A320,2014,Narrow,Delta Air Lines,ATL,900
UAL630,UAL,B757,2009,Wide,United Airlines,ORD,850
FFT831,FFT,A320neo,2016,Narrow,Frontier Airlines,DEN,200
DAL271,DAL,A320,2017,Narrow,Delta Air Lines,ATL,900
JBU816,JBU,A321,2015,Wide,JetBlue,JFK,300
FFT102,FFT,A320neo,2015,Narrow,Frontier Airlines,DEN,200
SWA110,SWA,B737-MAX,2007,Narrow,Southwest Airlines,DAL,700
DAL317,DAL,A320,2005,Narrow,Delta Air Lines,ATL,900
NKS752,NKS,A319,2005,Narrow,Spirit Airlines,FLL,250
AAL376,AAL,B737-800,2014,Narrow,American Airlines,DFW,950
AAL168,AAL,B737-800,2017,Narrow,American Airlines,DFW,950
NKS301,NKS,A319,2005,Narrow,Spirit Airlines,FLL,250
NKS527,NKS,A319,2007,Narrow,Spirit Airlines,FLL,250
FFT574,FFT,A320neo,2015,Narrow,Frontier Airlines,DEN,200
DAL742,DAL,A320,2016,Narrow,Delta Air Lines,ATL,900
AAL694,AAL,B737-800,2007,Narrow,American Airlines,DFW,950
SWA325,SWA,B737-MAX,2008,Narrow,Southwest Airlines,DAL,700
SWA438,SWA,B737-MAX,2009,Narrow,Southwest Airlines,DAL,700
UAL636,UAL,B757,2006,Wide,United Airlines,ORD,850
NKS362,NKS,A319,2013,Narrow,Spirit Airlines,FLL,250
UAL437,UAL,B757,2011,Wide,United Airlines,ORD,850
UAL986,UAL,B757,2014,Wide,United Airlines,ORD,850
JBU518,JBU,A321,2006,Wide,JetBlue,JFK,300
JBU254,JBU,A321,2021,Wide,JetBlue,JFK,300
FFT451,FFT,A320neo,2006,Narrow,Frontier Airlines,DEN,200
FFT617,FFT,A320neo,2010,Narrow,Frontier Airlines,DEN,200
AAL162,AAL,B737-800,2007,Narrow,American Airlines,DFW,950
AAL439,AAL,B737-800,2008,Narrow,American Airlines,DFW,950
NKS704,NKS,A319,2013,Narrow,Spirit Airlines,FLL,250
SWA800,SWA,B737-MAX,2015,Narrow,Southwest Airlines,DAL,700
JBU701,JBU,A321,2020,Wide,JetBlue,JFK,300
SWA267,SWA,B737-MAX,2013,Narrow,Southwest Airlines,DAL,700
AAL442,AAL,B737-800,2007,Narrow,American Airlines,DFW,950
AAL272,AAL,B737-800,2007,Narrow,American Airlines,DFW,950
UAL472,UAL,B757,2013,Wide,United Airlines,ORD,850
JBU937,JBU,A321,2013,Wide,JetBlue,JFK,300
AAL366,AAL,B737-800,2009,Narrow,American Airlines,DFW,950
UAL529,UAL,B757,2018,Wide,United Airlines,ORD,850
DAL374,DAL,A320,2015,Narrow,Delta Air Lines,ATL,900
JBU200,JBU,A321,2009,Wide,JetBlue,JFK,300
JBU484,JBU,A321,2006,Wide,JetBlue,JFK,300
DAL431,DAL,A320,2005,Narrow,Delta Air Lines,ATL,900
FFT208,FFT,A320neo,2005,Narrow,Frontier Airlines,DEN,200
UAL122,UAL,B757,2010,Wide,United Airlines,ORD,850
JBU674,JBU,A321,2007,Wide,JetBlue,JFK,300
AAL148,AAL,B737-800,2021,Narrow,American Airlines,DFW,950
UAL332,UAL,B757,2009,Wide,United Airlines,ORD,850
NKS580,NKS,A319,2016,Narrow,Spirit Airlines,FLL,250
NKS169,NKS,A319,2011,Narrow,Spirit Airlines,FLL,250
JBU540,JBU,A321,2021,Wide,JetBlue,JFK,300
DAL140,DAL,A320,2020,Narrow,Delta Air Lines,ATL,900
DAL310,DAL,A320,2013,Narrow,Delta Air Lines,ATL,900
NKS334,NKS,A319,2009,Narrow,Spirit Airlines,FLL,250
UAL981,UAL,B757,2019,Wide,United Airlines,ORD,850
DAL169,DAL,A320,2014,Narrow,Delta Air Lines,ATL,900
UAL905,UAL,B757,2016,Wide,United Airlines,ORD,850
JBU111,JBU,A321,2019,Wide,JetBlue,JFK,300
FFT578,FFT,A320neo,2018,Narrow,Frontier Airlines,DEN,200
UAL210,UAL,B757,2019,Wide,United Airlines,ORD,850
SWA882,SWA,B737-MAX,2021,Narrow,Southwest Airlines,DAL,700
UAL468,UAL,B757,2021,Wide,United Airlines,ORD,850
NKS545,NKS,A319,2020,Narrow,Spirit Airlines,FLL,250
DAL408,DAL,A320,2007,Narrow,Delta Air Lines,ATL,900
AAL903,AAL,B737-800,2018,Narrow,American Airlines,DFW,950
FFT298,FFT,A320neo,2016,Narrow,Frontier Airlines,DEN,200
NKS188,NKS,A319,2007,Narrow,Spirit Airlines,FLL,250
SWA273,SWA,B737-MAX,2014,Narrow,Southwest Airlines,DAL,700
SWA172,SWA,B737-MAX,2016,Narrow,Southwest Airlines,DAL,700
NKS544,NKS,A319,2005,Narrow,Spirit Airlines,FLL,250
UAL669,UAL,B757,2014,Wide,United Airlines,ORD,850
NKS950,NKS,A319,2005,Narrow,Spirit Airlines,FLL,250
JBU146,JBU,A321,2016,Wide,JetBlue,JFK,300
DAL443,DAL,A320,2007,Narrow,Delta Air Lines,ATL,900
NKS201,NKS,A319,2017,Narrow,Spirit Airlines,FLL,250
DAL336,DAL,A320,2019,Narrow,Delta Air Lines,ATL,900
JBU692,JBU,A321,2014,Wide,JetBlue,JFK,300
UAL205,UAL,B757,2007,Wide,United Airlines,ORD,850
JBU145,JBU,A321,2018,Wide,JetBlue,JFK,300
FFT382,FFT,A320neo,2020,Narrow,Frontier Airlines,DEN,200
DAL427,DAL,A320,2015,Narrow,Delta Air Lines,ATL,900
SWA601,SWA,B737-MAX,2011,Narrow,Southwest Airlines,DAL,700
UAL394,UAL,B757,2016,Wide,United Airlines,ORD,850
FFT411,FFT,A320neo,2015,Narrow,Frontier Airlines,DEN,200
DAL208,DAL,A320,2016,Narrow,Delta Air Lines,ATL,900
SWA870,SWA,B737-MAX,2012,Narrow,Southwest Airlines,DAL,700
NKS989,NKS,A319,2014,Narrow,Spirit Airlines,FLL,250
DAL992,DAL,A320,2016,Narrow,Delta Air Lines,ATL,900
DAL877,DAL,A320,2007,Narrow,Delta Air Lines,ATL,900
NKS711,NKS,A319,2019,Narrow,Spirit Airlines,FLL,250
DAL238,DAL,A320,2006,Narrow,Delta Air Lines,ATL,900
SWA201,SWA,B737-MAX,2014,Narrow,Southwest Airlines,DAL,700
FFT782,FFT,A320neo,2006,Narrow,Frontier Airlines,DEN,200
DAL842,DAL,A320,2011,Narrow,Delta Air Lines,ATL,900
FFT245,FFT,A320neo,2017,Narrow,Frontier Airlines,DEN,200
UAL463,UAL,B757,2007,Wide,United Airlines,ORD,850
AAL512,AAL,B737-800,2019,Narrow,American Airlines,DFW,950
UAL763,UAL,B757,2020,Wide,United Airlines,ORD,850
JBU256,JBU,A321,2013,Wide,JetBlue,JFK,300
FFT631,FFT,A320neo,2014,Narrow,Frontier Airlines,DEN,200
FFT753,FFT,A320neo,2010,Narrow,Frontier Airlines,DEN,200
SWA299,SWA,B737-MAX,2013,Narrow,Southwest Airlines,DAL,700
NKS740,NKS,A319,2008,Narrow,Spirit Airlines,FLL,250
FFT408,FFT,A320neo,2016,Narrow,Frontier Airlines,DEN,200
SWA861,SWA,B737-MAX,2013,Narrow,Southwest Airlines,DAL,700
SWA646,SWA,B737-MAX,2010,Narrow,Southwest Airlines,DAL,700
DAL640,DAL,A320,2014,Narrow,Delta Air Lines,ATL,900
SWA738,SWA,B737-MAX,2008,Narrow,Southwest Airlines,DAL,700
SWA380,SWA,B737-MAX,2008,Narrow,Southwest Airlines,DAL,700
AAL674,AAL,B737-800,2020,Narrow,American Airlines,DFW,950
NKS669,NKS,A319,2015,Narrow,Spirit Airlines,FLL,250
DAL854,DAL,A320,2014,Narrow,Delta Air Lines,ATL,900
SWA961,SWA,B737-MAX,2008,Narrow,Southwest Airlines,DAL,700
NKS393,NKS,A319,2018,Narrow,Spirit Airlines,FLL,250
SWA111,SWA,B737-MAX,2013,Narrow,Southwest Airlines,DAL,700
FFT246,FFT,A320neo,2021,Narrow,Frontier Airlines,DEN,200
DAL693,DAL,A320,2018,Narrow,Delta Air Lines,ATL,900
AAL843,AAL,B737-800,2017,Narrow,American Airlines,DFW,950
AAL762,AAL,B737-800,2019,Narrow,American Airlines,DFW,950
NKS240,NKS,A319,2012,Narrow,Spirit Airlines,FLL,250
UAL121,UAL,B757,2019,Wide,United Airlines,ORD,850
SWA518,SWA,B737-MAX,2008,Narrow,Southwest Airlines,DAL,700
FFT996,FFT,A320neo,2012,Narrow,Frontier Airlines,DEN,200
DAL342,DAL,A320,2008,Narrow,Delta Air Lines,ATL,900
FFT680,FFT,A320neo,2018,Narrow,Frontier Airlines,DEN,200
JBU487,JBU,A321,2016,Wide,JetBlue,JFK,300
DAL506,DAL,A320,2006,Narrow,Delta Air Lines,ATL,900
SWA483,SWA,B737-MAX,2014,Narrow,Southwest Airlines,DAL,700
JBU883,JBU,A321,2010,Wide,JetBlue,JFK,300
SWA764,SWA,B737-MAX,2020,Narrow,Southwest Airlines,DAL,700
SWA743,SWA,B737-MAX,2013,Narrow,Southwest Airlines,DAL,700
JBU489,JBU,A321,2007,Wide,JetBlue,JFK,300
SWA286,SWA,B737-MAX,2008,Narrow,Southwest Airlines,DAL,700
UAL324,UAL,B757,2017,Wide,United Airlines,ORD,850
NKS644,NKS,A319,2015,Narrow,Spirit Airlines,FLL,250
JBU110,JBU,A321,2019,Wide,JetBlue,JFK,300
AAL167,AAL,B737-800,2005,Narrow,American Airlines,DFW,950
UAL993,UAL,B757,2015,Wide,United Airlines,ORD,850
JBU215,JBU,A321,2013,Wide,JetBlue,JFK,300
UAL852,UAL,B757,2005,Wide,United Airlines,ORD,850
AAL137,AAL,B737-800,2011,Narrow,American Airlines,DFW,950
UAL769,UAL,B757,2021,Wide,United Airlines,ORD,850
FFT336,FFT,A320neo,2013,Narrow,Frontier Airlines,DEN,200
SWA797,SWA,B737-MAX,2006,Narrow,Southwest Airlines,DAL,700
NKS379,NKS,A319,2018,Narrow,Spirit Airlines,FLL,250
JBU476,JBU,A321,2006,Wide,JetBlue,JFK,300
DAL384,DAL,A320,2007,Narrow,Delta Air Lines,ATL,900
UAL500,UAL,B757,2008,Wide,United Airlines,ORD,850
AAL340,AAL,B737-800,2007,Narrow,American Airlines,DFW,950
UAL794,UAL,B757,2015,Wide,United Airlines,ORD,850
SWA902,SWA,B737-MAX,2019,Narrow,Southwest Airlines,DAL,700
FFT457,FFT,A320neo,2016,Narrow,Frontier Airlines,DEN,200
NKS331,NKS,A319,2010,Narrow,Spirit Airlines,FLL,250
SWA937,SWA,B737-MAX,2021,Narrow,Southwest Airlines,DAL,700
UAL333,UAL,B757,2005,Wide,United Airlines,ORD,850
JBU907,JBU,A321,2018,Wide,JetBlue,JFK,300
NKS227,NKS,A319,2019,Narrow,Spirit Airlines,FLL,250
AAL985,AAL,B737-800,2020,Narrow,American Airlines,DFW,950
UAL442,UAL,B757,2012,Wide,United Airlines,ORD,850
NKS777,NKS,A319,2006,Narrow,Spirit Airlines,FLL,250
UAL341,UAL,B757,2010,Wide,United Airlines,ORD,850
FFT668,FFT,A320neo,2020,Narrow,Frontier Airlines,DEN,200
NKS236,NKS,A319,2005,Narrow,Spirit Airlines,FLL,250
AAL408,AAL,B737-800,2016,Narrow,American Airlines,DFW,950
AAL550,AAL,B737-800,2014,Narrow,American Airlines,DFW,950
NKS202,NKS,A319,2006,Narrow,Spirit Airlines,FLL,250
UAL173,UAL,B757,2016,Wide,United Airlines,ORD,850
SWA488,SWA,B737-MAX,2018,Narrow,Southwest Airlines,DAL,700
UAL945,UAL,B757,2014,Wide,United Airlines,ORD,850
NKS106,NKS,A319,2012,Narrow,Spirit Airlines,FLL,250
SWA717,SWA,B737-MAX,2018,Narrow,Southwest Airlines,DAL,700
UAL742,UAL,B757,2006,Wide,United Airlines,ORD,850
SWA118,SWA,B737-MAX,2015,Narrow,Southwest Airlines,DAL,700
AAL139,AAL,B737-800,2012,Narrow,American Airlines,DFW,950
NKS225,NKS,A319,2014,Narrow,Spirit Airlines,FLL,250
UAL207,UAL,B757,2009,Wide,United Airlines,ORD,850
JBU236,JBU,A321,2006,Wide,JetBlue,JFK,300
JBU239,JBU,A321,2014,Wide,JetBlue,JFK,300
NKS559,NKS,A319,2011,Narrow,Spirit Airlines,FLL,250
JBU395,JBU,A321,2005,Wide,JetBlue,JFK,300
FFT633,FFT,A320neo,2015,Narrow,Frontier Airlines,DEN,200
UAL118,UAL,B757,2008,Wide,United Airlines,ORD,850
JBU640,JBU,A321,2009,Wide,JetBlue,JFK,300
AAL497,AAL,B737-800,2019,Narrow,American Airlines,DFW,950
UAL664,UAL,B757,2005,Wide,United Airlines,ORD,850
SWA470,SWA,B737-MAX,2014,Narrow,Southwest Airlines,DAL,700
FFT629,FFT,A320neo,2019,Narrow,Frontier Airlines,DEN,200
NKS123,NKS,A319,2019,Narrow,Spirit Airlines,FLL,250
AAL845,AAL,B737-800,2015,Narrow,American Airlines,DFW,950
UAL153,UAL,B757,2013,Wide,United Airlines,ORD,850
SWA770,SWA,B737-MAX,2011,Narrow,Southwest Airlines,DAL,700
FFT787,FFT,A320neo,2005,Narrow,Frontier Airlines,DEN,200
FFT819,FFT,A320neo,2015,Narrow,Frontier Airlines,DEN,200
UAL497,UAL,B757,2011,Wide,United Airlines,ORD,850
DAL997,DAL,A320,2015,Narrow,Delta Air Lines,ATL,900
SWA317,SWA,B737-MAX,2005,Narrow,Southwest Airlines,DAL,700
NKS427,NKS,A319,2013,Narrow,Spirit Airlines,FLL,250
AAL323,AAL,B737-800,2007,Narrow,American Airlines,DFW,950
JBU268,JBU,A321,2005,Wide,JetBlue,JFK,300
UAL418,UAL,B757,2019,Wide,United Airlines,ORD,850
JBU392,JBU,A321,2007,Wide,JetBlue,JFK,300
SWA524,SWA,B737-MAX,2013,Narrow,Southwest Airlines,DAL,700
DAL117,DAL,A320,2008,Narrow,Delta Air Lines,ATL,900
DAL148,DAL,A320,2021,Narrow,Delta Air Lines,ATL,900
FFT116,FFT,A320neo,2021,Narrow,Frontier Airlines,DEN,200
AAL957,AAL,B737-800,2016,Narrow,American Airlines,DFW,950
AAL849,AAL,B737-800,2017,Narrow,American Airlines,DFW,950
AAL714,AAL,B737-800,2005,Narrow,American Airlines,DFW,950
NKS305,NKS,A319,2009,Narrow,Spirit Airlines,FLL,250
DAL198,DAL,A320,2015,Narrow,Delta Air Lines,ATL,900
UAL985,UAL,B757,2015,Wide,United Airlines,ORD,850
SWA450,SWA,B737-MAX,2007,Narrow,Southwest Airlines,DAL,700
NKS413,NKS,A319,2019,Narrow,Spirit Airlines,FLL,250
DAL491,DAL,A320,2016,Narrow,Delta Air Lines,ATL,900
AAL899,AAL,B737-800,2011,Narrow,American Airlines,DFW,950
JBU733,JBU,A321,2015,Wide,JetBlue,JFK,300
NKS409,NKS,A319,2005,Narrow,Spirit Airlines,FLL,250
JBU704,JBU,A321,2009,Wide,JetBlue,JFK,300
UAL373,UAL,B757,2021,Wide,United Airlines,ORD,850
SWA857,SWA,B737-MAX,2015,Narrow,Southwest Airlines,DAL,700
FFT554,FFT,A320neo,2012,Narrow,Frontier Airlines,DEN,200
AAL102,AAL,B737-800,2008,Narrow,American Airlines,DFW,950
SWA355,SWA,B737-MAX,2011,Narrow,Southwest Airlines,DAL,700
JBU908,JBU,A321,2018,Wide,JetBlue,JFK,300
SWA339,SWA,B737-MAX,2012,Narrow,Southwest Airlines,DAL,700
SWA335,SWA,B737-MAX,2015,Narrow,Southwest Airlines,DAL,700
FFT366,FFT,A320neo,2013,Narrow,Frontier Airlines,DEN,200
FFT847,FFT,A320neo,2019,Narrow,Frontier Airlines,DEN,200
JBU452,JBU,A321,2018,Wide,JetBlue,JFK,300
SWA199,SWA,B737-MAX,2015,Narrow,Southwest Airlines,DAL,700
JBU262,JBU,A321,2011,Wide,JetBlue,JFK,300
FFT749,FFT,A320neo,2017,Narrow,Frontier Airlines,DEN,200
UAL364,UAL,B757,2013,Wide,United Airlines,ORD,850
JBU732,JBU,A321,2019,Wide,JetBlue,JFK,300
AAL750,AAL,B737-800,2014,Narrow,American Airlines,DFW,950
AAL239,AAL,B737-800,2016,Narrow,American Airlines,DFW,950
FFT331,FFT,A320neo,2018,Narrow,Frontier Airlines,DEN,200
FFT351,FFT,A320neo,2008,Narrow,Frontier Airlines,DEN,200
AAL414,AAL,B737-800,2012,Narrow,American Airlines,DFW,950
AAL416,AAL,B737-800,2014,Narrow,American Airlines,DFW,950
JBU308,JBU,A321,2015,Wide,JetBlue,JFK,300
UAL712,UAL,B757,2006,Wide,United Airlines,ORD,850
SWA546,SWA,B737-MAX,2017,Narrow,Southwest Airlines,DAL,700
AAL404,AAL,B737-800,2012,Narrow,American Airlines,DFW,950
SWA403,SWA,B737-MAX,2015,Narrow,Southwest Airlines,DAL,700
FFT365,FFT,A320neo,2006,Narrow,Frontier Airlines,DEN,200
NKS710,NKS,A319,2005,Narrow,Spirit Airlines,FLL,250
DAL921,DAL,A320,2010,Narrow,Delta Air Lines,ATL,900
JBU786,JBU,A321,2006,Wide,JetBlue,JFK,300
FFT956,FFT,A320neo,2014,Narrow,Frontier Airlines,DEN,200
DAL901,DAL,A320,2018,Narrow,Delta Air Lines,ATL,900
SWA481,SWA,B737-MAX,2019,Narrow,Southwest Airlines,DAL,700
NKS768,NKS,A319,2005,Narrow,Spirit Airlines,FLL,250
UAL864,UAL,B757,2018,Wide,United Airlines,ORD,850
AAL280,AAL,B737-800,2014,Narrow,American Airlines,DFW,950
JBU874,JBU,A321,2020,Wide,JetBlue,JFK,300
AAL575,AAL,B737-800,2006,Narrow,American Airlines,DFW,950
UAL623,UAL,B757,2006,Wide,United Airlines,ORD,850
FFT342,FFT,A320neo,2017,Narrow,Frontier Airlines,DEN,200
NKS252,NKS,A319,2014,Narrow,Spirit Airlines,FLL,250
JBU648,JBU,A321,2008,Wide,JetBlue,JFK,300
DAL480,DAL,A320,2013,Narrow,Delta Air Lines,ATL,900
JBU469,JBU,A321,2015,Wide,JetBlue,JFK,300
FFT424,FFT,A320neo,2008,Narrow,Frontier Airlines,DEN,200
FFT845,FFT,A320neo,2013,Narrow,Frontier Airlines,DEN,200
DAL925,DAL,A320,2014,Narrow,Delta Air Lines,ATL,900
AAL458,AAL,B737-800,2010,Narrow,American Airlines,DFW,950
NKS538,NKS,A319,2019,Narrow,Spirit Airlines,FLL,250
NKS873,NKS,A319,2008,Narrow,Spirit Airlines,FLL,250
FFT367,FFT,A320neo,2013,Narrow,Frontier Airlines,DEN,200
DAL763,DAL,A320,2008,Narrow,Delta Air Lines,ATL,900
DAL397,DAL,A320,2013,Narrow,Delta Air Lines,ATL,900
SWA506,SWA,B737-MAX,2008,Narrow,Southwest Airlines,DAL,700
DAL839,DAL,A320,2007,Narrow,Delta Air Lines,ATL,900
FFT872,FFT,A320neo,2009,Narrow,Frontier Airlines,DEN,200
SWA575,SWA,B737-MAX,2021,Narrow,Southwest Airlines,DAL,700
JBU620,JBU,A321,2007,Wide,JetBlue,JFK,300
NKS439,NKS,A319,2017,Narrow,Spirit Airlines,FLL,250
FFT909,FFT,A320neo,2021,Narrow,Frontier Airlines,DEN,200
JBU896,JBU,A321,2021,Wide,JetBlue,JFK,300
FFT155,FFT,A320neo,2014,Narrow,Frontier Airlines,DEN,200
FFT555,FFT,A320neo,2015,Narrow,Frontier Airlines,DEN,200
DAL376,DAL,A320,2007,Narrow,Delta Air Lines,ATL,900
JBU783,JBU,A321,2011,Wide,JetBlue,JFK,300
SWA548,SWA,B737-MAX,2006,Narrow,Southwest Airlines,DAL,700
NKS520,NKS,A319,2008,Narrow,Spirit Airlines,FLL,250
SWA265,SWA,B737-MAX,2012,Narrow,Southwest Airlines,DAL,700
NKS374,NKS,A319,2007,Narrow,Spirit Airlines,FLL,250
NKS854,NKS,A319,2006,Narrow,Spirit Airlines,FLL,250
FFT873,FFT,A320neo,2013,Narrow,Frontier Airlines,DEN,200
NKS537,NKS,A319,2018,Narrow,Spirit Airlines,FLL,250
UAL350,UAL,B757,2006,Wide,United Airlines,ORD,850
DAL876,DAL,A320,2010,Narrow,Delta Air Lines,ATL,900
AAL868,AAL,B737-800,2012,Narrow,American Airlines,DFW,950
JBU651,JBU,A321,2006,Wide,JetBlue,JFK,300
AAL450,AAL,B737-800,2012,Narrow,American Airlines,DFW,950
SWA744,SWA,B737-MAX,2020,Narrow,Southwest Airlines,DAL,700
DAL478,DAL,A320,2021,Narrow,Delta Air Lines,ATL,900
SWA247,SWA,B737-MAX,2021,Narrow,Southwest Airlines,DAL,700
UAL915,UAL,B757,2011,Wide,United Airlines,ORD,850
AAL308,AAL,B737-800,2012,Narrow,American Airlines,DFW,950
FFT170,FFT,A320neo,2020,Narrow,Frontier Airlines,DEN,200
DAL719,DAL,A320,2009,Narrow,Delta Air Lines,ATL,900
