aircraft_id,region,signal_strength,message_type,response_time,error_code,timestamp
SWA670,SW,-96.47,ACARS,3.82,0,2025-05-28 22:07:00
AAL528,SW,-69.09,FANS,8.04,404,2025-04-06 06:28:00
DAL923,SE,-91.13,FANS,8.82,505,2025-05-16 00:11:00
UAL876,NW,-108.22,VDL,7.96,303,2025-04-15 14:00:00
JBU754,NE,-92.26,FANS,6.65,101,2025-05-04 03:28:00
DAL856,SW,-70.55,ACARS,5.48,303,2025-05-19 03:09:00
NKS917,SE,-69.91,FANS,7.78,0,2025-05-19 06:23:00
UAL141,NE,-73.94,ACARS,7.1,0,2025-04-08 08:12:00
JBU428,SW,-105.3,CPDLC,5.09,202,2025-04-19 06:09:00
FFT638,NW,-101.5,ACARS,6.57,0,2025-05-30 05:54:00
AAL947,MW,-88.17,ACARS,6.14,0,2025-06-08 16:26:00
JBU951,SW,-102.35,VDL,5.52,0,2025-04-29 00:57:00
FFT843,INTL,-62.36,ACARS,1.4,404,2025-05-22 00:25:00
DAL975,MW,-89.62,VDL,1.09,0,2025-04-30 10:40:00
DAL931,NE,-64.55,FANS,1.89,101,2025-04-04 06:45:00
UAL247,MW,-94.67,CPDLC,8.35,0,2025-04-06 21:43:00
JBU799,MW,-84.83,CPDLC,3.77,505,2025-05-07 01:31:00
DAL896,NE,-76.31,ACARS,2.5,505,2025-05-22 02:12:00
FFT721,SE,-73.36,ACARS,6.34,101,2025-04-28 06:03:00
SWA854,SE,-93.56,CPDLC,5.1,0,2025-06-03 18:31:00
NKS152,SE,-74.23,FANS,7.64,0,2025-05-19 21:36:00
UAL553,NW,-79.92,FANS,6.49,0,2025-04-28 20:40:00
SWA222,INTL,-74.4,CPDLC,5.9,505,2025-04-18 15:30:00
NKS197,NW,-103.14,CPDLC,9.16,202,2025-05-03 04:17:00
NKS116,MW,-99.34,FANS,8.77,0,2025-04-09 08:56:00
DAL933,MW,-66.99,CPDLC,9.13,0,2025-05-22 16:57:00
JBU133,SW,-92.98,ACARS,5.28,404,2025-06-07 13:51:00
NKS985,MW,-79.79,ACARS,8.23,0,2025-05-04 05:44:00
SWA586,NE,-83.52,CPDLC,4.35,303,2025-04-11 06:40:00
FFT678,MW,-96.9,FANS,9.95,303,2025-06-02 10:33:00
JBU886,SE,-82.04,FANS,9.81,101,2025-05-14 19:06:00
SWA256,SW,-68.17,VDL,6.54,101,2025-06-06 18:31:00
DAL436,SE,-100.77,VDL,1.37,303,2025-05-21 10:51:00
AAL652,NW,-91.98,ACARS,7.91,505,2025-05-15 11:16:00
DAL202,INTL,-97.67,FANS,5.86,202,2025-04-20 21:50:00
AAL435,NE,-89.53,CPDLC,4.98,0,2025-05-07 16:44:00
JBU866,MW,-76.15,CPDLC,2.25,404,2025-06-03 08:39:00
DAL123,INTL,-85.97,FANS,3.77,505,2025-04-14 09:49:00
AAL501,MW,-73.49,FANS,3.44,101,2025-04-14 18:53:00
SWA412,MW,-94.49,FANS,1.37,505,2025-04-19 17:11:00
SWA154,NW,-86.27,FANS,3.7,0,2025-04-14 15:08:00
DAL722,NW,-85.2,VDL,1.38,0,2025-05-01 19:56:00
SWA909,SE,-88.63,VDL,6.29,505,2025-05-16 09:10:00
NKS875,SW,-79.17,ACARS,4.54,0,2025-04-03 08:35:00
AAL509,INTL,-97.14,CPDLC,8.5,404,2025-05-14 02:55:00
FFT225,NW,-98.66,CPDLC,4.4,303,2025-04-06 13:20:00
FFT247,SW,-73.35,ACARS,9.86,0,2025-04-30 21:53:00
JBU784,NE,-107.78,ACARS,3.28,303,2025-05-21 00:02:00
SWA714,SW,-79.32,VDL,1.91,505,2025-05-10 20:02:00
UAL569,INTL,-67.02,VDL,2.14,0,2025-06-05 16:55:00
NKS432,NE,-101.06,FANS,4.25,0,2025-04-08 00:32:00
NKS991,SW,-98.81,VDL,1.82,0,2025-05-12 19:24:00
JBU710,NE,-96.2,ACARS,3.8,404,2025-05-20 22:06:00
FFT882,SW,-95.46,CPDLC,4.91,303,2025-04-26 22:45:00
FFT287,NE,-70.6,ACARS,7.75,202,2025-05-26 13:11:00
AAL374,SE,-100.86,CPDLC,1.67,202,2025-05-04 14:56:00
AAL611,INTL,-80.3,ACARS,7.05,0,2025-05-08 07:41:00
AAL918,SW,-84.16,FANS,2.88,0,2025-06-01 04:48:00
SWA584,NE,-104.06,VDL,3.49,0,2025-04-27 18:58:00
SWA331,NW,-96.78,VDL,9.2,0,2025-04-20 11:33:00
SWA700,SW,-77.87,CPDLC,6.22,0,2025-05-17 11:39:00
AAL955,NE,-93.16,FANS,9.39,101,2025-05-12 01:15:00
FFT716,INTL,-84.21,VDL,6.46,0,2025-05-13 12:27:00
AAL106,SE,-101.23,CPDLC,2.4,202,2025-04-29 08:12:00
DAL756,NE,-68.71,ACARS,9.85,303,2025-05-15 07:23:00
SWA474,MW,-75.88,FANS,2.54,202,2025-04-14 15:30:00
AAL963,NW,-75.8,CPDLC,2.28,0,2025-04-05 13:05:00
SWA647,MW,-96.54,FANS,2.73,505,2025-04-26 20:42:00
AAL146,INTL,-72.76,FANS,1.07,0,2025-05-14 09:51:00
JBU703,INTL,-91.15,FANS,1.51,0,2025-04-30 04:19:00
UAL614,SE,-61.39,VDL,6.08,0,2025-04-26 07:38:00
FFT636,INTL,-96.75,CPDLC,6.84,303,2025-05-12 16:43:00
JBU560,SW,-89.75,ACARS,4.58,0,2025-05-23 17:40:00
DAL635,SW,-105.15,VDL,8.77,0,2025-05-25 15:26:00
FFT981,INTL,-94.47,VDL,4.42,0,2025-05-08 18:13:00
UAL793,SE,-63.13,FANS,4.31,505,2025-05-16 12:13:00
SWA681,SE,-105.55,ACARS,2.66,101,2025-05-07 19:44:00
DAL474,INTL,-107.18,VDL,2.35,0,2025-06-02 12:58:00
AAL930,NW,-85.15,VDL,3.86,404,2025-06-07 06:40:00
JBU302,SE,-85.4,CPDLC,2.97,505,2025-05-24 11:22:00
DAL958,INTL,-100.23,VDL,7.3,303,2025-05-07 00:09:00
JBU245,SW,-93.94,CPDLC,7.79,0,2025-04-20 19:26:00
FFT800,INTL,-103.77,VDL,9.05,505,2025-05-25 23:45:00
JBU924,NE,-83.55,ACARS,9.81,202,2025-04-25 21:03:00
UAL520,SW,-74.83,FANS,6.7,303,2025-04-28 15:03:00
AAL763,NW,-68.09,VDL,5.5,303,2025-05-29 03:11:00
FFT484,NW,-109.04,CPDLC,5.01,404,2025-04-30 21:15:00
FFT695,INTL,-68.9,CPDLC,5.67,303,2025-04-03 01:21:00
NKS432,SW,-72.57,ACARS,7.82,303,2025-05-12 02:07:00
NKS999,SW,-82.53,CPDLC,7.75,0,2025-04-10 23:57:00
AAL544,NE,-82.65,CPDLC,3.08,0,2025-05-04 21:31:00
AAL887,NW,-72.42,CPDLC,9.94,101,2025-04-21 18:38:00
SWA386,NW,-99.15,ACARS,4.82,0,2025-04-13 14:06:00
SWA633,NE,-80.04,VDL,8.91,202,2025-04-25 17:00:00
NKS237,SW,-79.45,FANS,2.87,0,2025-05-02 11:13:00
AAL670,INTL,-61.9,FANS,9.22,0,2025-05-04 09:27:00
AAL355,INTL,-90.38,ACARS,9.39,303,2025-06-03 12:04:00
SWA130,NW,-85.36,FANS,3.37,0,2025-04-30 13:18:00
NKS381,INTL,-106.6,ACARS,4.67,0,2025-04-02 03:46:00
SWA769,NW,-96.59,CPDLC,7.78,0,2025-06-07 13:51:00
FFT501,INTL,-63.76,CPDLC,9.6,0,2025-04-06 14:53:00
AAL426,SW,-77.58,CPDLC,9.1,202,2025-05-30 22:11:00
FFT495,MW,-82.59,ACARS,2.72,0,2025-06-09 03:22:00
UAL841,NW,-98.46,CPDLC,8.4,0,2025-05-17 11:10:00
AAL938,INTL,-67.11,VDL,8.86,0,2025-06-03 22:13:00
UAL113,NW,-98.59,FANS,1.09,505,2025-05-18 22:04:00
JBU855,INTL,-64.46,FANS,3.95,202,2025-04-03 18:51:00
DAL146,MW,-107.6,ACARS,4.47,0,2025-04-17 06:44:00
DAL424,MW,-71.12,VDL,9.23,0,2025-04-27 01:41:00
UAL477,MW,-69.09,FANS,2.8,0,2025-06-07 12:49:00
UAL778,INTL,-77.11,ACARS,5.53,0,2025-06-06 18:55:00
SWA713,INTL,-96.3,VDL,3.08,0,2025-05-07 15:25:00
NKS699,NW,-74.17,CPDLC,2.06,0,2025-06-06 09:45:00
FFT278,INTL,-94.01,FANS,4.04,0,2025-05-01 16:40:00
DAL385,SW,-95.15,CPDLC,1.06,0,2025-06-01 21:32:00
JBU315,SW,-92.23,FANS,2.83,505,2025-04-18 13:02:00
SWA562,NW,-77.63,ACARS,2.57,0,2025-04-03 15:58:00
NKS715,MW,-60.8,ACARS,1.99,0,2025-05-19 04:34:00
NKS133,INTL,-102.77,CPDLC,5.3,505,2025-06-03 02:13:00
JBU932,INTL,-83.34,CPDLC,4.19,0,2025-04-14 13:42:00
UAL112,NE,-95.62,FANS,5.35,404,2025-06-04 05:01:00
DAL532,INTL,-106.18,ACARS,5.19,202,2025-04-28 06:31:00
NKS135,NE,-86.0,ACARS,1.87,202,2025-04-19 11:06:00
NKS602,NE,-87.69,VDL,5.84,0,2025-05-30 14:37:00
DAL583,SW,-66.46,VDL,4.41,0,2025-05-15 02:12:00
DAL121,SW,-81.19,FANS,9.95,404,2025-05-27 09:58:00
UAL502,NW,-94.9,FANS,5.27,0,2025-04-23 17:10:00
AAL689,SE,-108.27,FANS,7.09,505,2025-04-19 16:26:00
UAL856,SW,-74.76,CPDLC,8.25,202,2025-05-27 02:12:00
SWA789,SE,-74.17,CPDLC,2.66,0,2025-05-01 01:17:00
FFT335,NE,-76.6,CPDLC,2.0,505,2025-04-23 01:20:00
NKS112,NW,-103.25,FANS,3.53,404,2025-05-07 06:52:00
DAL942,NW,-102.34,FANS,9.55,202,2025-05-26 16:21:00
AAL745,SE,-91.64,ACARS,1.68,0,2025-05-31 03:11:00
DAL559,SW,-88.46,FANS,9.51,0,2025-06-01 09:46:00
SWA435,SW,-82.42,ACARS,5.51,0,2025-04-23 18:54:00
DAL343,MW,-89.51,CPDLC,9.43,0,2025-05-21 06:01:00
AAL622,SE,-91.84,VDL,6.58,0,2025-04-05 10:01:00
DAL953,NE,-87.91,ACARS,1.9,0,2025-04-23 02:07:00
DAL104,NE,-98.92,CPDLC,3.17,0,2025-04-14 12:05:00
UAL630,MW,-82.95,ACARS,7.18,101,2025-04-26 19:35:00
FFT831,NE,-61.16,CPDLC,6.53,0,2025-05-25 22:31:00
DAL271,SW,-81.52,ACARS,2.66,505,2025-04-08 23:02:00
JBU816,MW,-60.04,ACARS,8.06,0,2025-05-28 09:17:00
FFT102,SW,-108.01,ACARS,4.7,303,2025-05-28 06:07:00
SWA386,SW,-68.6,ACARS,3.61,404,2025-05-31 18:49:00
SWA110,NE,-93.68,ACARS,7.27,404,2025-05-22 10:59:00
DAL317,NE,-101.49,ACARS,6.54,404,2025-04-21 06:33:00
NKS752,NW,-107.06,VDL,9.65,0,2025-06-08 18:47:00
AAL376,MW,-66.93,ACARS,8.57,0,2025-05-12 11:28:00
FFT537,SW,-101.18,CPDLC,4.97,0,2025-04-07 08:33:00
AAL168,MW,-78.54,CPDLC,9.45,0,2025-06-01 00:51:00
FFT225,INTL,-98.52,VDL,3.56,0,2025-04-15 12:06:00
NKS301,MW,-80.96,VDL,6.66,101,2025-05-26 00:10:00
NKS527,MW,-101.98,VDL,7.56,404,2025-05-14 02:35:00
FFT574,NE,-77.31,VDL,2.1,0,2025-04-14 22:00:00
DAL742,MW,-80.54,ACARS,5.62,505,2025-05-21 08:20:00
AAL694,SW,-98.1,CPDLC,7.17,202,2025-06-06 10:27:00
SWA325,SE,-77.64,VDL,5.11,0,2025-04-04 17:24:00
SWA438,NE,-104.08,FANS,3.35,202,2025-04-27 19:46:00
UAL636,SE,-89.54,ACARS,8.6,303,2025-05-01 15:16:00
NKS362,NW,-99.08,ACARS,1.87,202,2025-06-07 14:58:00
UAL437,MW,-76.32,FANS,8.99,303,2025-04-01 12:56:00
UAL986,INTL,-72.74,ACARS,8.31,0,2025-04-30 18:19:00
JBU518,SE,-80.44,ACARS,4.42,0,2025-05-12 02:09:00
JBU254,SE,-102.34,FANS,5.56,101,2025-04-12 06:01:00
FFT451,INTL,-84.33,VDL,6.07,0,2025-04-15 01:06:00
FFT617,MW,-71.42,FANS,6.47,505,2025-04-04 00:48:00
AAL162,NE,-84.89,VDL,5.4,404,2025-05-17 11:52:00
AAL439,MW,-109.7,FANS,8.9,404,2025-06-06 07:54:00
DAL627,NW,-90.3,FANS,2.6,0,2025-05-22 10:42:00
NKS704,NW,-94.65,ACARS,6.73,0,2025-04-22 16:20:00
SWA800,MW,-89.6,VDL,3.18,303,2025-04-14 22:52:00
JBU701,NE,-73.99,CPDLC,3.63,0,2025-04-24 07:57:00
SWA267,SW,-63.89,CPDLC,7.35,404,2025-04-20 16:25:00
AAL442,SE,-107.1,CPDLC,5.63,0,2025-05-28 02:22:00
AAL272,SE,-102.61,VDL,9.59,404,2025-05-18 18:52:00
UAL472,INTL,-65.15,VDL,6.83,0,2025-05-18 02:20:00
JBU937,INTL,-84.99,CPDLC,4.89,303,2025-05-09 02:02:00
AAL366,NE,-103.5,CPDLC,5.85,404,2025-05-02 21:02:00
UAL529,NW,-91.21,VDL,5.49,101,2025-06-04 06:26:00
DAL374,INTL,-77.81,CPDLC,3.05,0,2025-04-08 13:36:00
JBU200,MW,-98.58,ACARS,4.85,303,2025-04-04 19:47:00
JBU484,MW,-62.75,ACARS,1.75,0,2025-06-02 00:42:00
DAL431,SE,-71.73,CPDLC,4.08,101,2025-04-07 20:18:00
FFT208,SE,-95.76,CPDLC,6.78,303,2025-04-28 12:40:00
UAL122,SE,-69.47,VDL,3.95,0,2025-05-17 09:34:00
JBU674,NE,-71.36,VDL,5.09,0,2025-04-02 00:57:00
AAL148,MW,-92.89,VDL,1.17,303,2025-05-13 16:20:00
UAL332,NW,-63.73,CPDLC,9.68,0,2025-06-08 18:43:00
NKS580,SW,-108.06,CPDLC,6.39,0,2025-05-08 07:00:00
NKS169,INTL,-67.88,CPDLC,1.8,0,2025-04-11 07:58:00
JBU540,MW,-74.6,CPDLC,8.8,0,2025-04-14 18:56:00
DAL140,INTL,-106.5,VDL,3.63,202,2025-04-07 21:45:00
DAL310,INTL,-105.14,ACARS,5.85,505,2025-05-25 15:11:00
NKS334,INTL,-61.25,CPDLC,1.27,0,2025-04-15 11:36:00
UAL981,NE,-68.78,FANS,1.21,0,2025-05-30 19:30:00
DAL169,INTL,-60.8,FANS,8.36,0,2025-05-03 22:06:00
UAL905,SE,-108.96,VDL,9.9,0,2025-05-29 20:35:00
JBU111,INTL,-89.72,CPDLC,3.64,202,2025-06-01 08:58:00
FFT578,MW,-95.98,VDL,2.39,202,2025-05-05 23:52:00
UAL210,NE,-94.78,VDL,9.32,303,2025-05-25 13:21:00
SWA882,SW,-106.09,FANS,6.23,202,2025-04-14 13:56:00
UAL468,INTL,-67.66,FANS,6.12,0,2025-04-05 00:48:00
NKS545,MW,-72.83,FANS,7.86,404,2025-05-19 18:17:00
DAL408,SW,-68.0,VDL,1.69,505,2025-04-01 08:49:00
AAL903,NE,-89.7,ACARS,3.0,0,2025-05-04 20:36:00
FFT298,SW,-93.58,ACARS,3.74,0,2025-04-28 00:47:00
NKS188,SW,-86.35,VDL,2.33,0,2025-04-21 03:53:00
SWA273,NW,-95.49,FANS,9.32,303,2025-04-27 11:25:00
SWA172,SW,-72.89,VDL,2.47,101,2025-04-16 04:00:00
NKS544,INTL,-74.79,CPDLC,4.9,0,2025-05-23 03:44:00
UAL669,MW,-80.33,CPDLC,9.9,101,2025-06-09 05:58:00
NKS950,SE,-74.93,VDL,7.03,0,2025-05-14 09:59:00
JBU146,SE,-84.61,CPDLC,7.83,0,2025-05-18 04:11:00
DAL443,MW,-88.29,CPDLC,7.0,0,2025-04-30 18:42:00
NKS201,NE,-103.45,CPDLC,9.04,0,2025-04-24 23:30:00
DAL336,MW,-64.52,FANS,1.67,303,2025-04-25 04:49:00
JBU692,NW,-91.56,CPDLC,4.06,0,2025-04-26 17:19:00
UAL205,NW,-85.15,ACARS,2.6,0,2025-05-05 00:48:00
JBU145,NW,-105.9,VDL,9.51,303,2025-06-04 23:16:00
FFT382,SE,-100.85,CPDLC,6.43,404,2025-04-26 14:54:00
DAL385,INTL,-92.15,VDL,6.05,0,2025-06-02 10:25:00
DAL427,SW,-64.92,FANS,8.5,0,2025-05-14 15:08:00
SWA601,INTL,-69.39,ACARS,2.87,0,2025-04-13 20:45:00
NKS825,MW,-95.44,VDL,5.17,0,2025-06-07 00:08:00
UAL394,MW,-93.38,CPDLC,2.45,0,2025-05-27 22:11:00
FFT411,SW,-88.49,VDL,8.83,202,2025-04-03 13:33:00
DAL208,NW,-109.55,CPDLC,1.17,404,2025-05-23 16:33:00
SWA870,NW,-78.06,ACARS,3.28,101,2025-05-30 08:27:00
NKS989,INTL,-81.88,CPDLC,4.54,202,2025-05-24 15:10:00
DAL992,NE,-84.8,FANS,5.66,101,2025-04-02 18:55:00
DAL877,NE,-71.65,VDL,7.71,303,2025-05-05 07:35:00
NKS711,SW,-77.64,FANS,5.72,303,2025-05-26 19:39:00
DAL238,NE,-67.0,FANS,3.3,0,2025-05-24 07:20:00
SWA201,SW,-98.15,VDL,6.76,202,2025-04-26 22:13:00
FFT782,SE,-105.31,CPDLC,7.28,0,2025-05-25 10:22:00
DAL842,INTL,-92.5,CPDLC,4.94,0,2025-05-11 22:46:00
FFT245,MW,-84.49,CPDLC,9.91,0,2025-04-17 07:23:00
UAL463,SW,-86.22,FANS,6.87,303,2025-05-02 09:12:00
AAL512,SW,-98.84,VDL,5.7,0,2025-05-30 04:50:00
UAL763,SE,-82.85,CPDLC,9.59,303,2025-04-19 08:52:00
JBU256,MW,-84.2,CPDLC,4.28,202,2025-04-19 08:17:00
FFT631,SE,-79.38,VDL,6.65,505,2025-04-27 12:55:00
FFT753,INTL,-103.51,ACARS,1.36,0,2025-04-08 22:41:00
SWA299,SE,-75.31,FANS,2.32,0,2025-04-05 15:45:00
NKS740,INTL,-80.79,ACARS,5.19,0,2025-05-29 15:13:00
FFT408,INTL,-104.73,FANS,1.56,0,2025-04-30 01:30:00
SWA861,NW,-76.06,FANS,5.63,404,2025-05-27 01:28:00
DAL953,NE,-75.27,ACARS,1.42,0,2025-05-01 11:13:00
SWA646,SE,-89.22,CPDLC,2.6,0,2025-04-05 10:35:00
DAL640,NE,-88.65,VDL,6.87,202,2025-04-25 07:31:00
SWA738,INTL,-70.48,CPDLC,2.58,202,2025-05-21 18:26:00
SWA380,SW,-86.6,FANS,7.12,303,2025-04-17 21:52:00
AAL674,MW,-105.38,ACARS,5.45,404,2025-06-04 11:47:00
SWA670,INTL,-103.66,ACARS,2.62,505,2025-06-02 19:55:00
NKS669,NE,-95.07,FANS,4.39,0,2025-04-08 12:54:00
AAL512,NE,-82.51,ACARS,4.76,0,2025-05-22 18:38:00
DAL854,MW,-103.71,FANS,6.51,404,2025-06-05 04:29:00
SWA961,SW,-84.42,CPDLC,8.06,202,2025-04-19 23:10:00
NKS393,MW,-91.32,FANS,5.4,202,2025-04-21 21:41:00
SWA111,SE,-81.12,ACARS,4.58,0,2025-06-06 15:23:00
FFT246,SW,-90.39,FANS,8.22,202,2025-06-03 12:01:00
DAL693,MW,-75.44,CPDLC,4.04,303,2025-04-10 22:07:00
AAL843,SE,-100.02,FANS,7.93,404,2025-05-18 07:29:00
AAL762,MW,-88.76,FANS,8.58,202,2025-05-25 04:12:00
NKS240,NE,-70.33,ACARS,1.45,0,2025-05-28 00:25:00
UAL121,NE,-86.12,VDL,2.24,0,2025-04-28 23:37:00
SWA518,MW,-67.48,ACARS,4.76,0,2025-04-18 16:17:00
FFT996,SE,-105.18,VDL,2.69,303,2025-04-03 11:34:00
DAL342,NE,-100.05,VDL,7.62,404,2025-05-03 10:57:00
FFT680,SE,-95.55,FANS,6.21,0,2025-05-04 16:33:00
JBU487,MW,-64.76,VDL,5.64,303,2025-04-07 23:35:00
DAL506,NW,-63.14,FANS,3.2,505,2025-04-23 17:48:00
SWA483,INTL,-65.02,FANS,2.57,0,2025-04-08 10:25:00
JBU883,MW,-74.37,ACARS,7.87,202,2025-06-02 06:13:00
SWA764,INTL,-92.42,VDL,5.25,404,2025-04-19 07:21:00
SWA743,SE,-109.93,VDL,1.12,0,2025-04-01 16:22:00
JBU489,SE,-74.03,FANS,7.09,404,2025-06-03 05:11:00
SWA286,INTL,-99.94,FANS,6.92,0,2025-05-07 20:09:00
UAL324,SE,-103.51,VDL,9.05,202,2025-05-22 11:59:00
NKS644,NW,-97.1,ACARS,8.31,303,2025-04-22 07:34:00
JBU110,NE,-98.57,CPDLC,1.38,303,2025-05-11 00:38:00
AAL167,SW,-76.72,FANS,2.22,404,2025-05-24 15:51:00
UAL993,SE,-106.07,ACARS,4.26,0,2025-04-07 10:40:00
FFT800,SE,-64.99,ACARS,4.99,202,2025-05-05 19:18:00
JBU215,SW,-80.96,FANS,1.06,404,2025-04-30 03:50:00
UAL852,SW,-85.1,CPDLC,2.38,0,2025-04-24 09:37:00
AAL137,INTL,-70.98,FANS,3.92,303,2025-05-08 15:40:00
UAL614,NE,-76.44,CPDLC,8.95,0,2025-04-18 12:43:00
UAL769,SW,-104.61,CPDLC,1.7,0,2025-04-16 06:14:00
FFT336,SE,-77.41,ACARS,7.78,505,2025-04-22 07:25:00
SWA797,MW,-79.08,FANS,2.25,0,2025-05-31 02:56:00
AAL947,NE,-101.35,FANS,4.05,505,2025-04-14 12:07:00
NKS379,SE,-79.59,ACARS,4.93,0,2025-04-25 07:19:00
JBU476,NE,-104.46,ACARS,8.96,0,2025-05-06 22:12:00
DAL384,SW,-95.53,ACARS,3.59,0,2025-04-20 18:25:00
JBU487,NW,-96.98,CPDLC,4.18,0,2025-05-31 09:40:00
UAL500,SE,-78.45,FANS,1.76,0,2025-04-06 17:25:00
AAL142,SE,-68.11,CPDLC,1.72,505,2025-06-08 06:16:00
AAL340,SE,-90.61,ACARS,6.41,202,2025-05-30 20:24:00
UAL794,NE,-98.52,FANS,6.3,505,2025-05-26 05:06:00
SWA902,NE,-106.98,FANS,4.45,404,2025-04-19 22:49:00
FFT457,NE,-83.79,FANS,2.72,0,2025-06-04 19:20:00
NKS331,NE,-63.79,ACARS,1.21,101,2025-05-28 00:45:00
SWA937,SE,-89.38,VDL,3.14,404,2025-04-17 13:14:00
UAL333,SW,-65.37,FANS,2.2,0,2025-06-06 11:46:00
JBU907,INTL,-93.97,ACARS,4.07,303,2025-04-12 06:42:00
SWA537,SE,-73.47,FANS,6.37,303,2025-05-30 19:57:00
NKS227,MW,-71.65,ACARS,5.63,202,2025-06-03 09:06:00
AAL985,SE,-75.58,FANS,4.46,303,2025-05-16 16:13:00
UAL442,SW,-99.28,ACARS,4.93,505,2025-05-08 06:50:00
NKS777,SW,-103.67,ACARS,8.32,0,2025-04-22 12:27:00
UAL341,MW,-93.76,ACARS,5.63,0,2025-04-02 01:27:00
SWA474,MW,-68.22,ACARS,9.91,202,2025-05-27 16:17:00
FFT668,INTL,-108.19,VDL,7.83,101,2025-04-01 04:00:00
NKS236,SW,-96.49,FANS,9.85,404,2025-06-03 18:03:00
AAL408,NE,-95.38,CPDLC,2.39,303,2025-04-05 21:19:00
AAL550,INTL,-96.59,CPDLC,3.68,0,2025-05-05 23:30:00
NKS202,NW,-95.28,VDL,8.91,0,2025-06-06 22:36:00
AAL528,INTL,-70.9,VDL,7.19,101,2025-06-06 17:25:00
UAL173,MW,-90.74,ACARS,4.0,0,2025-05-01 22:08:00
SWA488,NE,-103.12,FANS,3.16,404,2025-04-20 12:58:00
UAL945,NE,-67.45,CPDLC,5.13,404,2025-05-03 01:13:00
NKS106,NW,-60.47,ACARS,4.79,0,2025-04-28 16:31:00
SWA717,MW,-105.77,CPDLC,1.72,101,2025-04-28 10:09:00
UAL742,NW,-104.76,CPDLC,4.93,202,2025-05-26 20:15:00
SWA118,INTL,-83.21,FANS,1.94,0,2025-04-12 23:26:00
AAL139,MW,-103.07,VDL,4.99,505,2025-05-07 23:15:00
NKS225,NW,-83.61,CPDLC,2.93,202,2025-05-11 21:33:00
UAL207,INTL,-106.18,CPDLC,3.84,202,2025-05-13 10:38:00
JBU236,SE,-94.59,CPDLC,7.94,0,2025-04-05 22:26:00
JBU239,MW,-70.62,VDL,8.95,404,2025-04-20 20:03:00
NKS559,NW,-91.7,CPDLC,3.58,101,2025-04-09 17:48:00
JBU395,INTL,-66.49,FANS,8.62,505,2025-04-04 09:36:00
FFT633,SE,-82.42,VDL,7.3,0,2025-05-26 17:19:00
UAL118,NW,-88.47,FANS,8.26,202,2025-04-11 07:18:00
NKS414,NE,-96.99,FANS,1.66,0,2025-04-27 04:37:00
JBU640,INTL,-73.26,CPDLC,8.58,202,2025-05-03 18:49:00
AAL918,MW,-107.0,CPDLC,1.13,0,2025-05-18 10:16:00
AAL497,SW,-99.87,CPDLC,3.82,202,2025-04-11 17:51:00
UAL664,SW,-93.61,ACARS,2.05,505,2025-04-08 19:12:00
SWA470,INTL,-84.54,CPDLC,7.43,303,2025-04-05 19:21:00
FFT629,SW,-91.01,CPDLC,4.07,404,2025-04-12 07:24:00
NKS123,MW,-72.51,CPDLC,8.71,0,2025-04-25 19:40:00
AAL845,INTL,-96.58,VDL,4.32,303,2025-05-23 05:49:00
UAL153,INTL,-68.28,ACARS,4.98,505,2025-05-05 06:16:00
SWA770,MW,-86.17,FANS,6.48,0,2025-05-20 09:34:00
JBU244,MW,-108.38,FANS,2.28,0,2025-06-02 16:10:00
FFT787,SE,-69.61,ACARS,3.6,0,2025-04-07 19:15:00
FFT819,MW,-70.65,ACARS,4.04,0,2025-05-09 11:08:00
UAL497,NW,-66.38,CPDLC,7.69,303,2025-04-30 07:33:00
DAL997,NW,-63.71,VDL,7.2,0,2025-04-08 07:28:00
SWA906,SW,-93.28,FANS,4.77,404,2025-05-12 17:41:00
SWA317,SW,-87.57,ACARS,4.41,0,2025-04-25 12:39:00
NKS427,SE,-64.54,FANS,5.06,404,2025-04-28 15:12:00
AAL323,NW,-105.38,CPDLC,6.17,505,2025-05-10 23:59:00
JBU268,SW,-95.98,ACARS,7.92,0,2025-04-10 05:50:00
UAL418,NW,-99.58,FANS,3.11,101,2025-05-04 01:41:00
JBU392,INTL,-77.67,CPDLC,4.77,404,2025-05-02 15:14:00
FFT132,NE,-67.97,CPDLC,5.61,101,2025-05-09 16:01:00
SWA524,NW,-107.16,VDL,1.57,0,2025-04-01 08:22:00
DAL117,NW,-101.88,VDL,3.27,303,2025-06-06 20:39:00
DAL148,INTL,-66.26,FANS,4.17,505,2025-04-19 17:48:00
FFT116,NW,-78.71,FANS,2.25,505,2025-05-09 10:24:00
AAL957,NE,-65.08,VDL,3.59,0,2025-05-28 07:03:00
AAL849,NW,-91.72,FANS,6.62,0,2025-04-19 17:45:00
AAL714,NW,-60.53,CPDLC,6.27,101,2025-05-14 21:42:00
NKS305,INTL,-76.47,VDL,5.88,0,2025-04-16 21:09:00
DAL198,SE,-100.84,ACARS,2.73,202,2025-04-25 00:20:00
UAL985,NE,-101.7,FANS,8.79,505,2025-04-08 13:59:00
UAL780,SW,-82.45,ACARS,7.99,0,2025-05-21 21:17:00
SWA450,SW,-70.26,FANS,3.35,202,2025-04-01 20:22:00
NKS413,SE,-95.55,ACARS,6.47,303,2025-05-06 01:21:00
DAL491,MW,-78.42,FANS,8.2,0,2025-05-03 01:57:00
AAL899,SE,-63.34,FANS,6.35,101,2025-04-26 11:04:00
DAL931,NW,-89.67,CPDLC,7.0,0,2025-05-16 10:06:00
